No._Base	ToneName_freemidi	MSB	LSB	PC_0Origin	Category	Bank	PC	No.	ToneName	remove_left1	head_suff
94	#Fr Horn 2	127	1	93	Brass	CM-64	94	094	#"Fr Horn 2	Fr Horn 2	#"
95	#Tuba	127	1	94	Brass	CM-64	95	095	#"Tuba	Tuba	#"
96	#Brs Sect 1	127	1	95	Brass	CM-64	96	096	#"Brs Sect 1	Brs Sect 1	#"
97	#Brs Sect 2	127	1	96	Brass	CM-64	97	097	#"Brs Sect 2	Brs Sect 2	#"
65	Soprano Sax	0	3	64	Reed	SC-88Pro	65	065	Soprano Sax	oprano Sax	
065+	Soprano Exp.	8	3	64	Reed	SC-88Pro	65	065+	Soprano Exp.	oprano Exp.	
66	Alto Sax	0	3	65	Reed	SC-88Pro	66	066	Alto Sax	lto Sax	
066+	AltoSax Exp.	8	3	65	Reed	SC-88Pro	66	066+	AltoSax Exp.	ltoSax Exp.	
066+	Grow Sax	9	3	65	Reed	SC-88Pro	66	066+	Grow Sax	row Sax	
066+	AltoSax + Tp	16	3	65	Reed	SC-88Pro	66	066+	AltoSax + Tp	ltoSax + Tp	
67	Tenor Sax	0	3	66	Reed	SC-88Pro	67	067	Tenor Sax	enor Sax	
067+	Tenor Sax :	1	3	66	Reed	SC-88Pro	67	067+	Tenor Sax :	enor Sax :	
067+	BreathyTn.:	8	3	66	Reed	SC-88Pro	67	067+	BreathyTn.:	reathyTn.:	
067+	St. Tenor Sax	9	3	66	Reed	SC-88Pro	67	067+	St. Tenor Sax	t. Tenor Sax	
68	Baritone Sax	0	3	67	Reed	SC-88Pro	68	068	Baritone Sax	aritone Sax	
068+	Bari. Sax :	1	3	67	Reed	SC-88Pro	68	068+	Bari. Sax :	ari. Sax :	
69	Oboe	0	3	68	Reed	SC-88Pro	69	069	Oboe	boe	
069+	Oboe Exp.	8	3	68	Reed	SC-88Pro	69	069+	Oboe Exp.	boe Exp.	
069+	Multi Reed	16	3	68	Reed	SC-88Pro	69	069+	Multi Reed	ulti Reed	
70	English Horn	0	3	69	Reed	SC-88Pro	70	070	English Horn	nglish Horn	
71	Bassoon	0	3	70	Reed	SC-88Pro	71	071	Bassoon	assoon	
72	Clarinet	0	3	71	Reed	SC-88Pro	72	072	Clarinet	larinet	
072+	Bs Clarinet	8	3	71	Reed	SC-88Pro	72	072+	Bs Clarinet	s Clarinet	
072+	Multi Wind	16	3	71	Reed	SC-88Pro	72	072+	Multi Wind	ulti Wind	
65	$Soprano Sax	0	2	64	Reed	SC-88	65	065	'Soprano Sax	Soprano Sax	'
66	$Alto Sax	0	2	65	Reed	SC-88	66	066	'Alto Sax	Alto Sax	'
066+	$Hyper Alto	8	2	65	Reed	SC-88	66	066+	'Hyper Alto	Hyper Alto	'
67	$Tenor Sax	0	2	66	Reed	SC-88	67	067	'Tenor Sax	Tenor Sax	'
067+	$BreathyTnr.	8	2	66	Reed	SC-88	67	067+	'BreathyTnr.	BreathyTnr.	'
68	$BaritoneSax	0	2	67	Reed	SC-88	68	068	'BaritoneSax	BaritoneSax	'
69	$Oboe	0	2	68	Reed	SC-88	69	069	'Oboe	Oboe	'
70	$EnglishHorn	0	2	69	Reed	SC-88	70	070	'EnglishHorn	EnglishHorn	'
71	$Bassoon	0	2	70	Reed	SC-88	71	071	'Bassoon	Bassoon	'
72	$Clarinet	0	2	71	Reed	SC-88	72	072	'Clarinet	Clarinet	'
072+	$Bs Clarinet	8	2	71	Reed	SC-88	72	072+	'Bs Clarinet	Bs Clarinet	'
65	*Soprano Sax	0	1	64	Reed	SC-55	65	065	"Soprano Sax	Soprano Sax	"
66	*Alto Sax	0	1	65	Reed	SC-55	66	066	"Alto Sax	Alto Sax	"
67	*Tenor Sax	0	1	66	Reed	SC-55	67	067	"Tenor Sax	Tenor Sax	"
68	*BaritoneSax	0	1	67	Reed	SC-55	68	068	"BaritoneSax	BaritoneSax	"
69	*Oboe	0	1	68	Reed	SC-55	69	069	"Oboe	Oboe	"
70	*EnglishHorn	0	1	69	Reed	SC-55	70	070	"EnglishHorn	EnglishHorn	"
71	*Bassoon	0	1	70	Reed	SC-55	71	071	"Bassoon	Bassoon	"
72	*Clarinet	0	1	71	Reed	SC-55	72	072	"Clarinet	Clarinet	"
55	#Alto Sax 	126	1	54	Reed	CM-64	55	055	#"Alto Sax 	Alto Sax 	#"
56	#Tenor Sax	126	1	55	Reed	CM-64	56	056	#"Tenor Sax	Tenor Sax	#"
57	#BaritoneSax	126	1	56	Reed	CM-64	57	057	#"BaritoneSax	BaritoneSax	#"
58	#Alto Sax	126	1	57	Reed	CM-64	58	058	#"Alto Sax	Alto Sax	#"
43	#Oboe 2001	127	1	42	Reed	CM-64	43	043	#"Oboe 2001	Oboe 2001	#"
79	#Sax 1	127	1	78	Reed	CM-64	79	079	#"Sax 1	Sax 1	#"
80	#Sax 2	127	1	79	Reed	CM-64	80	080	#"Sax 2	Sax 2	#"
81	#Sax 3	127	1	80	Reed	CM-64	81	081	#"Sax 3	Sax 3	#"
82	#Sax 4	127	1	81	Reed	CM-64	82	082	#"Sax 4	Sax 4	#"
83	#Clarinet 1	127	1	82	Reed	CM-64	83	083	#"Clarinet 1	Clarinet 1	#"
84	#Clarinet 2	127	1	83	Reed	CM-64	84	084	#"Clarinet 2	Clarinet 2	#"
85	#Oboe	127	1	84	Reed	CM-64	85	085	#"Oboe	Oboe	#"
86	#Engl Horn	127	1	85	Reed	CM-64	86	086	#"Engl Horn	Engl Horn	#"
87	#Bassoon	127	1	86	Reed	CM-64	87	087	#"Bassoon	Bassoon	#"
73	Piccolo	0	3	72	Pipe	SC-88Pro	73	073	Piccolo	iccolo	
073+	Piccolo   :	1	3	72	Pipe	SC-88Pro	73	073+	Piccolo   :	iccolo   :	
073+	Nay	8	3	72	Pipe	SC-88Pro	73	073+	Nay	ay	
073+	Nay Tremolo	9	3	72	Pipe	SC-88Pro	73	073+	Nay Tremolo	ay Tremolo	
073+	Di	16	3	72	Pipe	SC-88Pro	73	073+	Di	i	
74	Flute	0	3	73	Pipe	SC-88Pro	74	074	Flute	lute	
074+	Flute 2   :	1	3	73	Pipe	SC-88Pro	74	074+	Flute 2   :	lute 2   :	
074+	Flute Exp.	2	3	73	Pipe	SC-88Pro	74	074+	Flute Exp.	lute Exp.	
074+	Flt Travelso	3	3	73	Pipe	SC-88Pro	74	074+	Flt Travelso	lt Travelso	
074+	Flute + Vln	8	3	73	Pipe	SC-88Pro	74	074+	Flute + Vln	lute + Vln	
074+	Tron Flute	16	3	73	Pipe	SC-88Pro	74	074+	Tron Flute	ron Flute	
75	Recorder	0	3	74	Pipe	SC-88Pro	75	075	Recorder	ecorder	
76	Pan Flute	0	3	75	Pipe	SC-88Pro	76	076	Pan Flute	an Flute	
076+	Kawala	8	3	75	Pipe	SC-88Pro	76	076+	Kawala	awala	
076+	Zampona	16	3	75	Pipe	SC-88Pro	76	076+	Zampona	ampona	
076+	Zampona Atk	17	3	75	Pipe	SC-88Pro	76	076+	Zampona Atk	ampona Atk	
77	Bottle Blow	0	3	76	Pipe	SC-88Pro	77	077	Bottle Blow	ottle Blow	
78	Shakuhachi	0	3	77	Pipe	SC-88Pro	78	078	Shakuhachi	hakuhachi	
078+	Shakuhachi:	1	3	77	Pipe	SC-88Pro	78	078+	Shakuhachi:	hakuhachi:	
79	Whistle	0	3	78	Pipe	SC-88Pro	79	079	Whistle	histle	
079+	Whistle 2	1	3	78	Pipe	SC-88Pro	79	079+	Whistle 2	histle 2	
80	Ocarina	0	3	79	Pipe	SC-88Pro	80	080	Ocarina	carina	
73	$Piccolo	0	2	72	Pipe	SC-88	73	073	'Piccolo	Piccolo	'
74	$Flute	0	2	73	Pipe	SC-88	74	074	'Flute	Flute	'
75	$Recorder	0	2	74	Pipe	SC-88	75	075	'Recorder	Recorder	'
76	$Pan Flute	0	2	75	Pipe	SC-88	76	076	'Pan Flute	Pan Flute	'
076+	$Kawala	8	2	75	Pipe	SC-88	76	076+	'Kawala	Kawala	'
77	$Bottle Blow	0	2	76	Pipe	SC-88	77	077	'Bottle Blow	Bottle Blow	'
78	$Shakuhachi	0	2	77	Pipe	SC-88	78	078	'Shakuhachi	Shakuhachi	'
79	$Whistle	0	2	78	Pipe	SC-88	79	079	'Whistle	Whistle	'
80	$Ocarina	0	2	79	Pipe	SC-88	80	080	'Ocarina	Ocarina	'
73	*Piccolo	0	1	72	Pipe	SC-55	73	073	"Piccolo	Piccolo	"
74	*Flute	0	1	73	Pipe	SC-55	74	074	"Flute	Flute	"
75	*Recorder	0	1	74	Pipe	SC-55	75	075	"Recorder	Recorder	"
76	*Pan Flute	0	1	75	Pipe	SC-55	76	076	"Pan Flute	Pan Flute	"
77	*Bottle Blow	0	1	76	Pipe	SC-55	77	077	"Bottle Blow	Bottle Blow	"
78	*Shakuhachi	0	1	77	Pipe	SC-55	78	078	"Shakuhachi	Shakuhachi	"
79	*Whistle	0	1	78	Pipe	SC-55	79	079	"Whistle	Whistle	"
80	*Ocarina	0	1	79	Pipe	SC-55	80	080	"Ocarina	Ocarina	"
73	#Flute 1	127	1	72	Pipe	CM-64	73	073	#"Flute 1	Flute 1	#"
74	#Flute 2	127	1	73	Pipe	CM-64	74	074	#"Flute 2	Flute 2	#"
75	#Piccolo 1	127	1	74	Pipe	CM-64	75	075	#"Piccolo 1	Piccolo 1	#"
76	#Piccolo 2	127	1	75	Pipe	CM-64	76	076	#"Piccolo 2	Piccolo 2	#"
77	#Recorder	127	1	76	Pipe	CM-64	77	077	#"Recorder	Recorder	#"
78	#Pan Pipes	127	1	77	Pipe	CM-64	78	078	#"Pan Pipes	Pan Pipes	#"
108	#Shakuhachi	127	1	107	Pipe	CM-64	108	108	#"Shakuhachi	Shakuhachi	#"
109	#Whistle 1	127	1	108	Pipe	CM-64	109	109	#"Whistle 1	Whistle 1	#"
110	#Whistle 2	127	1	109	Pipe	CM-64	110	110	#"Whistle 2	Whistle 2	#"
111	#Bottleblow	127	1	110	Pipe	CM-64	111	111	#"Bottleblow	Bottleblow	#"
112	#Breathpipe	127	1	111	Pipe	CM-64	112	112	#"Breathpipe	Breathpipe	#"
81	Square Wave	0	3	80	Synth Lead	SC-88Pro	81	081	Square Wave	quare Wave	
081+	MG Square	1	3	80	Synth Lead	SC-88Pro	81	081+	MG Square	G Square	
081+	Hollow Mini	2	3	80	Synth Lead	SC-88Pro	81	081+	Hollow Mini	ollow Mini	
081+	Mellow FM	3	3	80	Synth Lead	SC-88Pro	81	081+	Mellow FM	ellow FM	
081+	CC Solo	4	3	80	Synth Lead	SC-88Pro	81	081+	CC Solo	C Solo	
081+	Shmoog	5	3	80	Synth Lead	SC-88Pro	81	081+	Shmoog	hmoog	
081+	LM Square	6	3	80	Synth Lead	SC-88Pro	81	081+	LM Square	M Square	
081+	2600 Sine	8	3	80	Synth Lead	SC-88Pro	81	081+	2600 Sine	600 Sine	
081+	Sine Lead	9	3	80	Synth Lead	SC-88Pro	81	081+	Sine Lead	ine Lead	
081+	KG Lead	10	3	80	Synth Lead	SC-88Pro	81	081+	KG Lead	G Lead	
081+	P5 Square	16	3	80	Synth Lead	SC-88Pro	81	081+	P5 Square	5 Square	
081+	OB Square	17	3	80	Synth Lead	SC-88Pro	81	081+	OB Square	B Square	
081+	JP-8 Square	18	3	80	Synth Lead	SC-88Pro	81	081+	JP-8 Square	P-8 Square	
081+	Pulse Lead	24	3	80	Synth Lead	SC-88Pro	81	081+	Pulse Lead	ulse Lead	
081+	JP8 PulseLd1	25	3	80	Synth Lead	SC-88Pro	81	081+	JP8 PulseLd1	P8 PulseLd1	
081+	JP8 PulseLd2	26	3	80	Synth Lead	SC-88Pro	81	081+	JP8 PulseLd2	P8 PulseLd2	
081+	MG Reso. Pls	27	3	80	Synth Lead	SC-88Pro	81	081+	MG Reso. Pls	G Reso. Pls	
82	Saw Wave	0	3	81	Synth Lead	SC-88Pro	82	082	Saw Wave	aw Wave	
082+	OB2 Saw	1	3	81	Synth Lead	SC-88Pro	82	082+	OB2 Saw	B2 Saw	
082+	Pulse Saw	2	3	81	Synth Lead	SC-88Pro	82	082+	Pulse Saw	ulse Saw	
082+	Feline GR	3	3	81	Synth Lead	SC-88Pro	82	082+	Feline GR	eline GR	
082+	Big Lead	4	3	81	Synth Lead	SC-88Pro	82	082+	Big Lead	ig Lead	
082+	Velo Lead	5	3	81	Synth Lead	SC-88Pro	82	082+	Velo Lead	elo Lead	
082+	GR-300	6	3	81	Synth Lead	SC-88Pro	82	082+	GR-300	R-300	
082+	LA Saw	7	3	81	Synth Lead	SC-88Pro	82	082+	LA Saw	A Saw	
082+	Doctor Solo	8	3	81	Synth Lead	SC-88Pro	82	082+	Doctor Solo	octor Solo	
082+	Fat Saw Lead	9	3	81	Synth Lead	SC-88Pro	82	082+	Fat Saw Lead	at Saw Lead	
082+	D-50 Fat Saw	11	3	81	Synth Lead	SC-88Pro	82	082+	D-50 Fat Saw	-50 Fat Saw	
082+	Waspy Synth	16	3	81	Synth Lead	SC-88Pro	82	082+	Waspy Synth	aspy Synth	
082+	PM Lead	17	3	81	Synth Lead	SC-88Pro	82	082+	PM Lead	M Lead	
082+	CS Saw Lead	18	3	81	Synth Lead	SC-88Pro	82	082+	CS Saw Lead	S Saw Lead	
082+	MG Saw 1	24	3	81	Synth Lead	SC-88Pro	82	082+	MG Saw 1	G Saw 1	
082+	MG Saw 2	25	3	81	Synth Lead	SC-88Pro	82	082+	MG Saw 2	G Saw 2	
082+	OB Saw 1	26	3	81	Synth Lead	SC-88Pro	82	082+	OB Saw 1	B Saw 1	
082+	OB Saw 2	27	3	81	Synth Lead	SC-88Pro	82	082+	OB Saw 2	B Saw 2	
082+	D50 Saw	28	3	81	Synth Lead	SC-88Pro	82	082+	D50 Saw	50 Saw	
082+	SH-101 Saw	29	3	81	Synth Lead	SC-88Pro	82	082+	SH-101 Saw	H-101 Saw	
082+	CS Saw	30	3	81	Synth Lead	SC-88Pro	82	082+	CS Saw	S Saw	
082+	MG Saw Lead	31	3	81	Synth Lead	SC-88Pro	82	082+	MG Saw Lead	G Saw Lead	
082+	OB Saw Lead	32	3	81	Synth Lead	SC-88Pro	82	082+	OB Saw Lead	B Saw Lead	
082+	P5 Saw Lead	33	3	81	Synth Lead	SC-88Pro	82	082+	P5 Saw Lead	5 Saw Lead	
082+	MG unison	34	3	81	Synth Lead	SC-88Pro	82	082+	MG unison	G unison	
082+	Oct Saw Lead	35	3	81	Synth Lead	SC-88Pro	82	082+	Oct Saw Lead	ct Saw Lead	
082+	SequenceSaw1	40	3	81	Synth Lead	SC-88Pro	82	082+	SequenceSaw1	equenceSaw1	
082+	SequenceSaw2	41	3	81	Synth Lead	SC-88Pro	82	082+	SequenceSaw2	equenceSaw2	
082+	Reso Saw	42	3	81	Synth Lead	SC-88Pro	82	082+	Reso Saw	eso Saw	
082+	Cheese Saw 1	43	3	81	Synth Lead	SC-88Pro	82	082+	Cheese Saw 1	heese Saw 1	
082+	Cheese Saw 2	44	3	81	Synth Lead	SC-88Pro	82	082+	Cheese Saw 2	heese Saw 2	
082+	Rhythmic Saw	45	3	81	Synth Lead	SC-88Pro	82	082+	Rhythmic Saw	hythmic Saw	
83	Syn.Calliope	0	3	82	Synth Lead	SC-88Pro	83	083	Syn.Calliope	yn.Calliope	
083+	Vent Synth	1	3	82	Synth Lead	SC-88Pro	83	083+	Vent Synth	ent Synth	
083+	Pure PanLead	2	3	82	Synth Lead	SC-88Pro	83	083+	Pure PanLead	ure PanLead	
84	Chiffer Lead	0	3	83	Synth Lead	SC-88Pro	84	084	Chiffer Lead	hiffer Lead	
084+	TB Lead	1	3	83	Synth Lead	SC-88Pro	84	084+	TB Lead	B Lead	
084+	Mad Lead	8	3	83	Synth Lead	SC-88Pro	84	084+	Mad Lead	ad Lead	
85	Charang	0	3	84	Synth Lead	SC-88Pro	85	085	Charang	harang	
085+	Dist.Lead	8	3	84	Synth Lead	SC-88Pro	85	085+	Dist.Lead	ist.Lead	
085+	Acid Guitar1	9	3	84	Synth Lead	SC-88Pro	85	085+	Acid Guitar1	cid Guitar1	
085+	Acid Guitar2	10	3	84	Synth Lead	SC-88Pro	85	085+	Acid Guitar2	cid Guitar2	
085+	P5 Sync Lead	16	3	84	Synth Lead	SC-88Pro	85	085+	P5 Sync Lead	5 Sync Lead	
085+	Fat SyncLead	17	3	84	Synth Lead	SC-88Pro	85	085+	Fat SyncLead	at SyncLead	
085+	Rock Lead	18	3	84	Synth Lead	SC-88Pro	85	085+	Rock Lead	ock Lead	
085+	5th DecaSync	19	3	84	Synth Lead	SC-88Pro	85	085+	5th DecaSync	th DecaSync	
085+	Dirty Sync	20	3	84	Synth Lead	SC-88Pro	85	085+	Dirty Sync	irty Sync	
085+	JUNO Sub Osc	24	3	84	Synth Lead	SC-88Pro	85	085+	JUNO Sub Osc	UNO Sub Osc	
86	Solo Vox	0	3	85	Synth Lead	SC-88Pro	86	086	Solo Vox	olo Vox	
086+	Vox Lead	8	3	85	Synth Lead	SC-88Pro	86	086+	Vox Lead	ox Lead	
086+	LFO Vox	9	3	85	Synth Lead	SC-88Pro	86	086+	LFO Vox	FO Vox	
87	5th Saw Wave	0	3	86	Synth Lead	SC-88Pro	87	087	5th Saw Wave	th Saw Wave	
087+	Big Fives	1	3	86	Synth Lead	SC-88Pro	87	087+	Big Fives	ig Fives	
087+	5th Lead	2	3	86	Synth Lead	SC-88Pro	87	087+	5th Lead	th Lead	
087+	5th Ana.Clav	3	3	86	Synth Lead	SC-88Pro	87	087+	5th Ana.Clav	th Ana.Clav	
087+	4th Lead	8	3	86	Synth Lead	SC-88Pro	87	087+	4th Lead	th Lead	
88	Bass & Lead	0	3	87	Synth Lead	SC-88Pro	88	088	Bass & Lead	ass & Lead	
088+	Big & Raw	1	3	87	Synth Lead	SC-88Pro	88	088+	Big & Raw	ig & Raw	
088+	Fat & Perky	2	3	87	Synth Lead	SC-88Pro	88	088+	Fat & Perky	at & Perky	
088+	JUNO Rave	3	3	87	Synth Lead	SC-88Pro	88	088+	JUNO Rave	UNO Rave	
088+	JP8 BsLead 1	4	3	87	Synth Lead	SC-88Pro	88	088+	JP8 BsLead 1	P8 BsLead 1	
088+	JP8 BsLead 2	5	3	87	Synth Lead	SC-88Pro	88	088+	JP8 BsLead 2	P8 BsLead 2	
088+	SH-5 Bs.Lead	6	3	87	Synth Lead	SC-88Pro	88	088+	SH-5 Bs.Lead	H-5 Bs.Lead	
81	$Square Wave	0	2	80	Synth Lead	SC-88	81	081	'Square Wave	Square Wave	'
081+	$Square	1	2	80	Synth Lead	SC-88	81	081+	'Square	Square	'
081+	$Hollow Mini	2	2	80	Synth Lead	SC-88	81	081+	'Hollow Mini	Hollow Mini	'
081+	$Mellow FM	3	2	80	Synth Lead	SC-88	81	081+	'Mellow FM	Mellow FM	'
081+	$CC Solo	4	2	80	Synth Lead	SC-88	81	081+	'CC Solo	CC Solo	'
081+	$Shmoog	5	2	80	Synth Lead	SC-88	81	081+	'Shmoog	Shmoog	'
081+	$LM Square	6	2	80	Synth Lead	SC-88	81	081+	'LM Square	LM Square	'
081+	$Sine Wave	8	2	80	Synth Lead	SC-88	81	081+	'Sine Wave	Sine Wave	'
82	$Saw Wave	0	2	81	Synth Lead	SC-88	82	082	'Saw Wave	Saw Wave	'
082+	$Saw	1	2	81	Synth Lead	SC-88	82	082+	'Saw	Saw	'
082+	$Pulse Saw	2	2	81	Synth Lead	SC-88	82	082+	'Pulse Saw	Pulse Saw	'
082+	$Feline GR	3	2	81	Synth Lead	SC-88	82	082+	'Feline GR	Feline GR	'
082+	$Big Lead	4	2	81	Synth Lead	SC-88	82	082+	'Big Lead	Big Lead	'
082+	$Velo Lead	5	2	81	Synth Lead	SC-88	82	082+	'Velo Lead	Velo Lead	'
082+	$GR-300	6	2	81	Synth Lead	SC-88	82	082+	'GR-300	GR-300	'
082+	$LA Saw	7	2	81	Synth Lead	SC-88	82	082+	'LA Saw	LA Saw	'
082+	$Doctor Solo	8	2	81	Synth Lead	SC-88	82	082+	'Doctor Solo	Doctor Solo	'
082+	$Waspy Synth	16	2	81	Synth Lead	SC-88	82	082+	'Waspy Synth	Waspy Synth	'
83	$SynCalliope	0	2	82	Synth Lead	SC-88	83	083	'SynCalliope	SynCalliope	'
083+	$Vent Synth	1	2	82	Synth Lead	SC-88	83	083+	'Vent Synth	Vent Synth	'
083+	$PurePanLead	2	2	82	Synth Lead	SC-88	83	083+	'PurePanLead	PurePanLead	'
84	$ChifferLead	0	2	83	Synth Lead	SC-88	84	084	'ChifferLead	ChifferLead	'
85	$Charang	0	2	84	Synth Lead	SC-88	85	085	'Charang	Charang	'
085+	$Dist.Lead	8	2	84	Synth Lead	SC-88	85	085+	'Dist.Lead	Dist.Lead	'
86	$Solo Vox	0	2	85	Synth Lead	SC-88	86	086	'Solo Vox	Solo Vox	'
87	$5th Saw	0	2	86	Synth Lead	SC-88	87	087	'5th Saw	5th Saw	'
087+	$Big Fives	1	2	86	Synth Lead	SC-88	87	087+	'Big Fives	Big Fives	'
88	$Bass & Lead	0	2	87	Synth Lead	SC-88	88	088	'Bass & Lead	Bass & Lead	'
088+	$Big & Raw	1	2	87	Synth Lead	SC-88	88	088+	'Big & Raw	Big & Raw	'
088+	$Fat & Perky	2	2	87	Synth Lead	SC-88	88	088+	'Fat & Perky	Fat & Perky	'
81	*Square Wave	0	1	80	Synth Lead	SC-55	81	081	"Square Wave	Square Wave	"
081+	*Square	1	1	80	Synth Lead	SC-55	81	081+	"Square	Square	"
081+	*Sine Wave	8	1	80	Synth Lead	SC-55	81	081+	"Sine Wave	Sine Wave	"
82	*Saw Wave	0	1	81	Synth Lead	SC-55	82	082	"Saw Wave	Saw Wave	"
082+	*Saw	1	1	81	Synth Lead	SC-55	82	082+	"Saw	Saw	"
082+	*Doctor Solo	8	1	81	Synth Lead	SC-55	82	082+	"Doctor Solo	Doctor Solo	"
83	*SynCalliope	0	1	82	Synth Lead	SC-55	83	083	"SynCalliope	SynCalliope	"
84	*ChifferLead	0	1	83	Synth Lead	SC-55	84	084	"ChifferLead	ChifferLead	"
85	*Charang	0	1	84	Synth Lead	SC-55	85	085	"Charang	Charang	"
86	*Solo Vox	0	1	85	Synth Lead	SC-55	86	086	"Solo Vox	Solo Vox	"
87	*5th Saw	0	1	86	Synth Lead	SC-55	87	087	"5th Saw	5th Saw	"
88	*Bass & Lead	0	1	87	Synth Lead	SC-55	88	088	"Bass & Lead	Bass & Lead	"
45	#Doctor Solo	127	1	44	Synth Lead	CM-64	45	045	#"Doctor Solo	Doctor Solo	#"
46	#School Daze	127	1	45	Synth Lead	CM-64	46	046	#"School Daze	School Daze	#"
47	#Bellsinger	127	1	46	Synth Lead	CM-64	47	047	#"Bellsinger	Bellsinger	#"
48	#Square Wave	127	1	47	Synth Lead	CM-64	48	048	#"Square Wave	Square Wave	#"
89	Fantasia	0	3	88	Synth Pad, etc.	SC-88Pro	89	089	Fantasia	antasia	
089+	Fantasia 2	1	3	88	Synth Pad, etc.	SC-88Pro	89	089+	Fantasia 2	antasia 2	
089+	New Age Pad	2	3	88	Synth Pad, etc.	SC-88Pro	89	089+	New Age Pad	ew Age Pad	
089+	Bell Heaven	3	3	88	Synth Pad, etc.	SC-88Pro	89	089+	Bell Heaven	ell Heaven	
90	Warm Pad	0	3	89	Synth Pad, etc.	SC-88Pro	90	090	Warm Pad	arm Pad	
090+	Thick Matrix	1	3	89	Synth Pad, etc.	SC-88Pro	90	090+	Thick Matrix	hick Matrix	
090+	Horn Pad	2	3	89	Synth Pad, etc.	SC-88Pro	90	090+	Horn Pad	orn Pad	
090+	Rotary Strng	3	3	89	Synth Pad, etc.	SC-88Pro	90	090+	Rotary Strng	otary Strng	
090+	OB Soft Pad	4	3	89	Synth Pad, etc.	SC-88Pro	90	090+	OB Soft Pad	B Soft Pad	
090+	Octave Pad	8	3	89	Synth Pad, etc.	SC-88Pro	90	090+	Octave Pad	ctave Pad	
090+	Stack Pad	9	3	89	Synth Pad, etc.	SC-88Pro	90	090+	Stack Pad	tack Pad	
91	Polysynth	0	3	90	Synth Pad, etc.	SC-88Pro	91	091	Polysynth	olysynth	
091+	80's PolySyn	1	3	90	Synth Pad, etc.	SC-88Pro	91	091+	80's PolySyn	0's PolySyn	
091+	Polysynth 2	2	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Polysynth 2	olysynth 2	
091+	Poly King	3	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Poly King	oly King	
091+	Power Stack	8	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Power Stack	ower Stack	
091+	Octave Stack	9	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Octave Stack	ctave Stack	
091+	Reso Stack	10	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Reso Stack	eso Stack	
091+	Techno Stack	11	3	90	Synth Pad, etc.	SC-88Pro	91	091+	Techno Stack	echno Stack	
92	Space Voice	0	3	91	Synth Pad, etc.	SC-88Pro	92	092	Space Voice	pace Voice	
092+	Heaven II	1	3	91	Synth Pad, etc.	SC-88Pro	92	092+	Heaven II	eaven II	
092+	SC Heaven	2	3	91	Synth Pad, etc.	SC-88Pro	92	092+	SC Heaven	C Heaven	
092+	Cosmic Voice	8	3	91	Synth Pad, etc.	SC-88Pro	92	092+	Cosmic Voice	osmic Voice	
092+	Auh Vox	9	3	91	Synth Pad, etc.	SC-88Pro	92	092+	Auh Vox	uh Vox	
092+	AuhAuh	10	3	91	Synth Pad, etc.	SC-88Pro	92	092+	AuhAuh	uhAuh	
092+	Vocorderman	11	3	91	Synth Pad, etc.	SC-88Pro	92	092+	Vocorderman	ocorderman	
93	Bowed Glass	0	3	92	Synth Pad, etc.	SC-88Pro	93	093	Bowed Glass	owed Glass	
093+	SoftBellPad	1	3	92	Synth Pad, etc.	SC-88Pro	93	093+	SoftBellPad	oftBellPad	
093+	JP8 Sqr Pad	2	3	92	Synth Pad, etc.	SC-88Pro	93	093+	JP8 Sqr Pad	P8 Sqr Pad	
093+	7thBelPad	3	3	92	Synth Pad, etc.	SC-88Pro	93	093+	7thBelPad	thBelPad	
94	Metal Pad	0	3	93	Synth Pad, etc.	SC-88Pro	94	094	Metal Pad	etal Pad	
094+	Tine Pad	1	3	93	Synth Pad, etc.	SC-88Pro	94	094+	Tine Pad	ine Pad	
094+	Panner Pad	2	3	93	Synth Pad, etc.	SC-88Pro	94	094+	Panner Pad	anner Pad	
95	Halo Pad	0	3	94	Synth Pad, etc.	SC-88Pro	95	095	Halo Pad	alo Pad	
095+	Vox Pad	1	3	94	Synth Pad, etc.	SC-88Pro	95	095+	Vox Pad	ox Pad	
095+	Vox Sweep	2	3	94	Synth Pad, etc.	SC-88Pro	95	095+	Vox Sweep	ox Sweep	
095+	Horror Pad	8	3	94	Synth Pad, etc.	SC-88Pro	95	095+	Horror Pad	orror Pad	
96	Sweep Pad	0	3	95	Synth Pad, etc.	SC-88Pro	96	096	Sweep Pad	weep Pad	
096+	Polar Pad	1	3	95	Synth Pad, etc.	SC-88Pro	96	096+	Polar Pad	olar Pad	
096+	Converge	8	3	95	Synth Pad, etc.	SC-88Pro	96	096+	Converge	onverge	
096+	Shwimmer	9	3	95	Synth Pad, etc.	SC-88Pro	96	096+	Shwimmer	hwimmer	
096+	Celestial Pd	10	3	95	Synth Pad, etc.	SC-88Pro	96	096+	Celestial Pd	elestial Pd	
096+	Bag Sweep	11	3	95	Synth Pad, etc.	SC-88Pro	96	096+	Bag Sweep	ag Sweep	
89	$Fantasia	0	2	88	Synth Pad, etc.	SC-88	89	089	'Fantasia	Fantasia	'
089+	$Fantasia 2	1	2	88	Synth Pad, etc.	SC-88	89	089+	'Fantasia 2	Fantasia 2	'
